Year,CountryID,CountryName,CityID,CityName,OrderCount
2013,230,United States,15689,Holden Beach,21
2013,230,United States,29320,Rockwall,74
2013,230,United States,30548,Sans Souci,35
2013,230,United States,10233,El Refugio,31
2013,230,United States,54,Accomac,30
2013,230,United States,27840,Premont,34
2013,230,United States,16433,Impact,25
2013,230,United States,28361,Raton,35
2013,230,United States,15248,Herlong,34
2013,230,United States,15434,Highland Home,31
2013,230,United States,38036,Yerington,22
2013,230,United States,17306,Kalvesta,44
2013,230,United States,17329,Kannapolis,31
2013,230,United States,16416,Iliamna,22
2013,230,United States,24076,New Plymouth,38
2013,230,United States,15726,Hollandsburg,28
2013,230,United States,6907,Cloud Lake,34
2013,230,United States,31401,Sherwin,26
2013,230,United States,23592,Naples Park,27
2013,230,United States,22453,Minidoka,35
2013,230,United States,5633,Cataño,38
2013,230,United States,12666,Gardners,31
2013,230,United States,20538,Magalia,26
2013,230,United States,33520,Taft Heights,34
2013,230,United States,34422,Trilby,37
2013,230,United States,7409,Coney Island,35
2013,230,United States,19434,Lime Lake,33
2013,230,United States,13669,Grannis,26
2013,230,United States,12341,Frenchburg,33
2013,230,United States,34230,Tooele,33
2013,230,United States,7695,Cos Cob,22
2013,230,United States,3659,Bourbonnais,44
2013,230,United States,13692,Grantsburg,25
2013,230,United States,15,Abbottsburg,33
2013,230,United States,34568,Tumacacori,50
2013,230,United States,372,Alden Bridge,38
2013,230,United States,7781,Coupland,36
2013,230,United States,28780,Rich Creek,30
2013,230,United States,10134,Edmund,33
2013,230,United States,1040,Arbor Vitae,27
2013,230,United States,20413,Lytle Creek,29
2013,230,United States,24349,Nichols Hills,33
2013,230,United States,16185,Humansville,27
2013,230,United States,20868,Mappsburg,39
2013,230,United States,23264,Mount Pocono,25
2013,230,United States,18332,Lake Clarke Shores,42
2013,230,United States,34193,Tolono,27
2013,230,United States,6238,Cherryplain,14
2013,230,United States,29530,Rose Tree,37
2013,230,United States,7071,Cokato,25
2013,230,United States,3762,Bozeman Hot Springs,29
2013,230,United States,18375,Lake Hughes,25
2013,230,United States,35830,Wapinitia,25
2013,230,United States,7847,Cowlington,30
2013,230,United States,1604,Avenal,35
2013,230,United States,20931,Marguerite,29
2013,230,United States,32358,Spillertown,34
2013,230,United States,58,Aceitunas,20
2013,230,United States,9427,Drumright,37
2013,230,United States,9258,Dorchester,31
2013,230,United States,21638,Meadowdale,33
2013,230,United States,20642,Malott,36
2013,230,United States,34519,Truscott,32
2013,230,United States,36434,Wesson,33
2013,230,United States,24014,New Lexington,27
2013,230,United States,12653,Gardere,34
2013,230,United States,16520,Indios,44
2013,230,United States,14522,Hanna,19
2013,230,United States,11010,Ewen,20
2013,230,United States,7343,Compass Lake,33
2013,230,United States,7074,Coker,37
2013,230,United States,7861,Coyville,31
2013,230,United States,1246,Arrowhead Highlands,35
2013,230,United States,20270,Lunds,32
2013,230,United States,14173,Guin,36
2013,230,United States,32126,South Laguna,18
2013,230,United States,23805,Netcong,21
2013,230,United States,35810,Wanaque,36
2013,230,United States,12693,Garlin,29
2013,230,United States,12152,Frankewing,48
2013,230,United States,7529,Copake,26
2013,230,United States,15461,Hightsville,31
2013,230,United States,3081,Biscay,32
2013,230,United States,23284,Mount Summit,29
2013,230,United States,35355,Vidrine,32
2013,230,United States,14628,Harkers Island,43
2013,230,United States,13068,Glancy,27
2013,230,United States,8322,Dacono,31
2013,230,United States,10194,Ekwok,41
2013,230,United States,24658,North Manitou,27
2013,230,United States,6115,Chaseley,31
2013,230,United States,17353,Karthaus,27
2013,230,United States,24764,North York,30
2013,230,United States,7403,Conesus Lake,38
2013,230,United States,21432,McCammon,35
2013,230,United States,34256,Topstone,33
2013,230,United States,2789,Bernie,35
2013,230,United States,6221,Cherry Grove Beach,55
2013,230,United States,6327,Cheyenne Wells,31
2013,230,United States,13360,Golf View,27
2013,230,United States,24180,Newberg,24
2013,230,United States,35833,Wappingers Falls,34
2013,230,United States,7160,College Place,37
2013,230,United States,29490,Rosa Sánchez,31
2013,230,United States,14287,Hahira,28
2013,230,United States,35844,Ward Ridge,26
2013,230,United States,23441,Munich,30
2013,230,United States,20902,Marcella,30
2013,230,United States,7672,Cortaro,31
2013,230,United States,36531,West Hempstead,23
2013,230,United States,14596,Hardeeville,41
2013,230,United States,14974,Haydenville,37
2013,230,United States,3736,Boyden Arbor,30
2013,230,United States,34685,Twin Peaks,34
2013,230,United States,5966,Chalco,52
2013,230,United States,31104,Severna Park,40
2013,230,United States,25170,Oconto Falls,32
2013,230,United States,15143,Helotes,34
2013,230,United States,1366,Aspen Park,35
2013,230,United States,33660,Tavares,31
2013,230,United States,33806,Terre du Lac,36
2013,230,United States,1343,Ashtabula,45
2013,230,United States,2425,Belgreen,20
2013,230,United States,23796,Nesmith,24
2013,230,United States,37473,Windsor Locks,30
2013,230,United States,20610,Makoti,24
2013,230,United States,18446,Lake Ronkonkoma,44
2013,230,United States,49,Absecon,25
2013,230,United States,696,Amanda Park,34
2013,230,United States,29166,Robertsdale,34
2013,230,United States,29123,Roachtown,31
2013,230,United States,18346,Lake Erie Beach,40
2013,230,United States,14556,Hanoverton,25
2013,230,United States,8562,Dawn,20
2013,230,United States,24898,Nuangola,23
2013,230,United States,8751,Deeson,37
2013,230,United States,16411,Ikatan,29
2013,230,United States,30663,Sarversville,43
2013,230,United States,24589,North Eastham,22
2013,230,United States,23026,Morrison Bluff,29
2013,230,United States,928,Antares,29
2013,230,United States,23550,Nahant,35
2013,230,United States,12040,Fortville,32
2013,230,United States,22903,Mooringsport,39
2013,230,United States,21821,Mendoza,30
2013,230,United States,17742,King Cove,28
2013,230,United States,34699,Twodot,32
2013,230,United States,8296,Cuyamungue,24
2013,230,United States,36179,Waycross,28
2013,230,United States,14041,Greycliff,15
2013,230,United States,36322,Weld,27
2013,230,United States,7749,Cotuit,31
2013,230,United States,14931,Hawarden,37
2013,230,United States,27543,Port Alto,35
2013,230,United States,36365,Wells,22
2013,230,United States,16992,Jemison,33
2013,230,United States,33832,Teutopolis,53
2013,230,United States,35160,Vassalboro,24
2013,230,United States,24340,Nicasio,25
2013,230,United States,37885,Wrangell,23
2013,230,United States,32993,Straughn,35
2013,230,United States,21692,Medicine Lodge,37
2013,230,United States,2614,Ben Arnold,34
2013,230,United States,35223,Verdery,44
2013,230,United States,5259,Cape Neddick,42
2013,230,United States,1904,Baraboo,31
2013,230,United States,34181,Tolchester Beach,31
2013,230,United States,32561,Stallion Springs,35
2013,230,United States,15057,Heartwell,31
2013,230,United States,3673,Bow Mar,35
2013,230,United States,32558,Staley,5
2013,230,United States,36946,White Church,30
2013,230,United States,25376,Olivette,30
2013,230,United States,31685,Sinclair,65
2013,230,United States,30288,Sallyards,36
2013,230,United States,32083,South Euclid,35
2013,230,United States,19368,Liberty Grove,34
2013,230,United States,9040,Diablock,28
2013,230,United States,16557,Inguadona,29
2013,230,United States,10059,Edgecomb,20
2013,230,United States,7938,Creelsboro,35
2013,230,United States,14977,Hayes Center,28
2013,230,United States,9524,Dundarrach,31
2013,230,United States,28502,Red Mesa,19
2013,230,United States,30517,Sandy Level,37
2013,230,United States,19405,Lilbourn,41
2013,230,United States,35635,Walapai,37
2013,230,United States,18058,Kwethluk,44
2013,230,United States,19386,Licking,31
2013,230,United States,28210,Rafael Capó,30
2013,230,United States,17931,Knifley,40
2013,230,United States,25505,Optimo,21
2013,230,United States,3425,Bock,37
2013,230,United States,35061,Valley View Park,33
2013,230,United States,17039,Jeromesville,27
2013,230,United States,12748,Gasport,29
2013,230,United States,26379,Pawlet,33
2013,230,United States,29651,Rothsville,26
2013,230,United States,8317,Cypress Quarters,24
2013,230,United States,11520,Fieldbrook,30
2013,230,United States,35078,Vamo,25
2013,230,United States,600,Alstead,31
2013,230,United States,34875,Universal City,21
2013,230,United States,14268,Haddon Heights,31
2013,230,United States,24988,Oak Point,36
2013,230,United States,3840,Branchburg Park,32
2013,230,United States,9791,East Fultonham,66
2013,230,United States,32267,Southside,28
2013,230,United States,6402,Chipita Park,29
2013,230,United States,13896,Greenfield,23
2013,230,United States,34411,Triadelphia,28
2013,230,United States,13375,Good Hart,29
2013,230,United States,7069,Coin,39
2013,230,United States,38184,Zurich,32
2013,230,United States,36973,White Horse Beach,27
2013,230,United States,8772,Del Valle,25
2013,230,United States,8294,Cuyahoga Heights,43
2013,230,United States,11626,Flanagan,37
2013,230,United States,32688,Statenville,32
2013,230,United States,8337,Dahlia,22
2013,230,United States,17142,Jolley,49
2013,230,United States,16893,Jane,26
2013,230,United States,18865,Laurence Harbor,25
2013,230,United States,23734,Nehawka,35
2013,230,United States,3176,Bladenboro,24
2013,230,United States,34208,Tomnolen,30
2013,230,United States,1244,Arrow Rock,30
2013,230,United States,4278,Broomtown,25
2013,230,United States,21427,McCall,22
2013,230,United States,10043,Eden Valley,29
2013,230,United States,9379,Dracut,44
2013,230,United States,13146,Glen Ullin,23
2013,230,United States,10561,Elrosa,37
2013,230,United States,24553,North Brookfield,27
2013,230,United States,24530,North Beach Haven,27
2013,230,United States,23843,New Baden,38
2013,230,United States,34285,Towaco,34
2013,230,United States,242,Akhiok,65
2013,230,United States,9064,Dickerson,19
2013,230,United States,12751,Gassaway,28
2013,230,United States,30790,Schererville,35
2013,230,United States,32124,South La Paloma,26
2013,230,United States,37969,Yaak,38
2013,230,United States,843,Andrix,29
2013,230,United States,14019,Greig,30
2013,230,United States,18141,La Paz,34
2013,230,United States,38038,Yermo,34
2013,230,United States,35951,Wasco,21
2013,230,United States,24401,Nitro,41
2013,230,United States,33747,Tempe,38
2013,230,United States,3700,Bowleys Quarters,28
2013,230,United States,24590,North Eaton,31
2013,230,United States,21367,Maypearl,51
2013,230,United States,25818,Ovilla,26
2013,230,United States,5506,Caruthers,36
2013,230,United States,20846,Maple Shade,35
2013,230,United States,17935,Knights Landing,37
2013,230,United States,9857,East Mountain,24
2013,230,United States,27232,Plaquemine,26
2013,230,United States,25795,Oval,25
2013,230,United States,27424,Point Roberts,26
2013,230,United States,35831,Wapiti,42
2013,230,United States,11686,Flomaton,26
2013,230,United States,31752,Skyway,36
2013,230,United States,33475,Sylvanite,31
2013,230,United States,16469,Indian Creek,29
2013,230,United States,15118,Heilwood,34
2013,230,United States,4352,Bruceton Mills,34
2013,230,United States,37316,Willow Valley,28
2013,230,United States,20668,Mamou,33
2013,230,United States,25646,Orrtanna,39
2013,230,United States,25122,Obion,23
2013,230,United States,27166,Placer,35
2013,230,United States,20376,Lynne,53
2013,230,United States,2815,Berville,28
2013,230,United States,10581,Elverson,26
2013,230,United States,1132,Arietta,33
2013,230,United States,23067,Morton Grove,16
2013,230,United States,22915,Moquino,37
2013,230,United States,35470,Virgil,20
2013,230,United States,36297,Weigelstown,31
2013,230,United States,8892,Dennis Acres,31
2013,230,United States,19586,Lisco,36
2013,230,United States,18069,La Bolt,38
2013,230,United States,28434,Reader,32
2013,230,United States,33701,Tea,34
2013,230,United States,9433,Dry Run,31
2013,230,United States,11597,Fishtail,21
2013,230,United States,36091,Watonga,37
2013,230,United States,14033,Gresston,36
2013,230,United States,8082,Crossroads,30
2013,230,United States,7890,Cramerton,37
2013,230,United States,23542,Naches,31
2013,230,United States,6124,Chateaugay,39
2013,230,United States,17591,Kerby,37
2013,230,United States,35344,Victory Gardens,42
2013,230,United States,5540,Caselton,21
2013,230,United States,31010,Sekiu,37
2013,230,United States,11491,Ferney,21
2013,230,United States,20047,Lostine,31
2013,230,United States,26788,Philip,33
2013,230,United States,7432,Connoquenessing,28
2013,230,United States,17093,Johnetta,31
2013,230,United States,30698,Sauquoit,35
2013,230,United States,23396,Muir,32
2013,230,United States,3127,Black Lick,43
2013,230,United States,26376,Paw Paw Lake,31
2013,230,United States,3894,Bratt,27
2013,230,United States,18882,Lavon,26
2013,230,United States,33237,Sunburg,31
2013,230,United States,33446,Switz City,27
2013,230,United States,36841,Westwater,35
2013,230,United States,3545,Bonner Springs,28
2013,230,United States,22085,Middleway,40
2013,230,United States,21604,McQueen,27
2013,230,United States,16741,Islip Terrace,33
2013,230,United States,2111,Batson,29
2013,230,United States,17053,Jesmond Dene,27
2013,230,United States,22984,Morita,25
2013,230,United States,10910,Eulaton,29
2013,230,United States,28222,Railroad,31
2013,230,United States,6313,Chetek,23
2013,230,United States,32885,Stoneboro,34
2013,230,United States,15610,Hiteman,22
2013,230,United States,14591,Harbour Pointe,35
2013,230,United States,10263,Elbing,34
2013,230,United States,26579,Penns Creek,24
2013,230,United States,2838,Bethania,37
2013,230,United States,33867,The Colony,25
2013,230,United States,25354,Oley,37
2013,230,United States,16257,Huntington Woods,25
2013,230,United States,2291,Beaver Bay,33
2013,230,United States,31348,Shenorock,33
2013,230,United States,37884,Wounded Knee,32
2013,230,United States,17632,Key Biscayne,41
2013,230,United States,34280,Toughkenamon,31
2013,230,United States,19338,Lexington Heights,23
2013,230,United States,34990,Valdese,38
2013,230,United States,29371,Roe Park,27
2013,230,United States,21405,McAdenville,29
2013,230,United States,3755,Boynton,21
2013,230,United States,7668,Corryton,9
2013,230,United States,19839,Lompoc,32
2013,230,United States,20672,Manahawkin,28
2013,230,United States,7914,Crary,38
2013,230,United States,10831,Esopus,31
2013,230,United States,25581,Orick,27
2013,230,United States,18110,La Grange Park,20
2013,230,United States,27648,Portales,41
2013,230,United States,12992,Gilford,28
2013,230,United States,31870,Smoot,30
2013,230,United States,12142,Francis Mills,33
2013,230,United States,13304,Goffstown,24
2013,230,United States,9772,East Dailey,28
2013,230,United States,34031,Tiff City,19
2013,230,United States,4840,Cache,27
2013,230,United States,17054,Jessie,36
2013,230,United States,4860,Cadogan,25
2013,230,United States,20131,Lowellville,29
2013,230,United States,14492,Hanaford,38
2013,230,United States,5687,Cavendish,33
2013,230,United States,17340,Kapa'a,42
2013,230,United States,31266,Shay,31
2013,230,United States,15783,Hollywood Park,29
2013,230,United States,3048,Biorka,5
2013,230,United States,37194,Wilkes-Barre,38
2013,230,United States,12680,Gargatha,27
2013,230,United States,11747,Floriston,33
2013,230,United States,2175,Bayou Cane,33
2013,230,United States,1820,Balko,31
2013,230,United States,25083,Oakshade,23
2013,230,United States,9099,Dillon,7
2013,230,United States,13868,Greenback,27
2013,230,United States,2862,Bethel Acres,27
2013,230,United States,9932,Eastchester,29
2013,230,United States,20901,Marcell,27
2013,230,United States,29165,Robertsburg,33
2013,230,United States,25332,Old River-Winfree,39
2013,230,United States,16430,Imlaystown,32
2013,230,United States,26752,Petronila,25
2013,230,United States,20961,Marin City,25
2013,230,United States,27559,Port Chilkoot,24
2013,230,United States,3463,Bokeelia,29
2013,230,United States,8375,Dallardsville,29
2013,230,United States,26769,Pharr,28
2013,230,United States,26105,Panton,34
2013,230,United States,26483,Peeples Valley,40
2013,230,United States,34512,Trumansburg,30
2013,230,United States,36513,West Frostproof,40
2013,230,United States,1299,Asher,28
2013,230,United States,20924,Marfa,37
2013,230,United States,37403,Wimbledon,29
2013,230,United States,29729,Royal City,39
2013,230,United States,4900,Cale,21
2013,230,United States,8730,Deer River,27
2013,230,United States,16702,Isabela,32
2013,230,United States,24668,North Muskegon,31
2013,230,United States,5192,Cañon,33
2013,230,United States,25552,Orchard Hill,32
2013,230,United States,18983,Leathersville,38
2013,230,United States,7576,Corcovado,24
2013,230,United States,19979,Lorentz,39
2013,230,United States,23560,Nanafalia,24
2013,230,United States,3663,Bourneville,28
2013,230,United States,24579,North Cowden,28
2013,230,United States,32359,Spillville,33
2013,230,United States,26076,Panaca,27
2013,230,United States,34910,Upper Preston,29
2013,230,United States,34466,Trout Run,24
2013,230,United States,21161,Mary Esther,27
2013,230,United States,1811,Baldwin City,32
2013,230,United States,14377,Haltom City,36
2013,230,United States,30304,Salt Wells,39
2013,230,United States,30839,Scofield,22
2013,230,United States,9445,Du Quoin,27
2013,230,United States,18004,Kopperl,37
2013,230,United States,33793,Tenstrike,37
2013,230,United States,19232,Lesslie,32
2013,230,United States,28907,Ridgemark,31
2013,230,United States,4977,Calvert City,30
2013,230,United States,22146,Mier,34
2013,230,United States,21439,McClave,38
2013,230,United States,357,Alcester,41
2013,230,United States,26010,Palmas del Mar,30
2013,230,United States,30779,Schaal,33
2013,230,United States,4270,Brookville,3
2013,230,United States,18087,La Cueva,25
2013,230,United States,34403,Tresckow,37
2013,230,United States,25555,Orchard Mesa,31
2013,230,United States,16401,Idria,28
2013,230,United States,30132,Saint Louis Park,33
2013,230,United States,14194,Gum Branch,33
2013,230,United States,35193,Venersborg,37
2013,230,United States,3165,Blackville,30
2013,230,United States,35605,Waite Hill,44
2013,230,United States,34400,Trentwood,32
2013,230,United States,30387,San Jacinto,29
2013,230,United States,22020,Mickleton,30
2013,230,United States,14380,Hambleton,30
2013,230,United States,1121,Argusville,39
2013,230,United States,25933,Page City,38
2013,230,United States,11131,Fairfield Glade,34
2013,230,United States,33799,Termo,39
2013,230,United States,31629,Silver Plume,30
2013,230,United States,8306,Cylon,33
2013,230,United States,5664,Caton,30
2013,230,United States,689,Amado,40
2013,230,United States,21001,Marion Hill,25
2013,230,United States,26906,Pikeview,21
2013,230,United States,4430,Buchanan Lake Village,32
2013,230,United States,8987,Devault,36
2013,230,United States,24805,Northrop,39
2013,230,United States,27344,Plum Branch,40
2013,230,United States,3059,Birds,34
2013,230,United States,10055,Edgartown,32
2013,230,United States,34028,Tierra Verde,32
2013,230,United States,31323,Shell Knob,31
2013,230,United States,2203,Bazemore,30
2013,230,United States,10367,Elk Garden,29
2013,230,United States,24164,New Zion,34
2013,230,United States,34984,Vair,32
2013,230,United States,11008,Ewart,22
2013,230,United States,17151,Jones Creek,35
2013,230,United States,6574,Claremont,7
2013,230,United States,37938,Wyndham,29
2013,230,United States,6809,Clewiston,26
2013,230,United States,25595,Oriole Beach,28
2013,230,United States,31758,Slanesville,44
2013,230,United States,13507,Grabill,41
2013,230,United States,13109,Glen Avon,44
2013,230,United States,1207,Armstrong Creek,36
2013,230,United States,22604,Molalla,24
2014,230,United States,8730,Deer River,26
2014,230,United States,26483,Peeples Valley,40
2014,230,United States,29729,Royal City,30
2014,230,United States,12142,Francis Mills,29
2014,230,United States,36513,West Frostproof,42
2014,230,United States,4900,Cale,34
2014,230,United States,37403,Wimbledon,34
2014,230,United States,5192,Cañon,34
2014,230,United States,34990,Valdese,33
2014,230,United States,24668,North Muskegon,22
2014,230,United States,31936,Soham,37
2014,230,United States,27559,Port Chilkoot,27
2014,230,United States,3463,Bokeelia,33
2014,230,United States,2175,Bayou Cane,29
2014,230,United States,10831,Esopus,33
2014,230,United States,12680,Gargatha,32
2014,230,United States,17306,Kalvesta,29
2014,230,United States,9932,Eastchester,36
2014,230,United States,26769,Pharr,37
2014,230,United States,1299,Asher,35
2014,230,United States,26105,Panton,32
2014,230,United States,13868,Greenback,31
2014,230,United States,3048,Biorka,37
2014,230,United States,20901,Marcell,33
2014,230,United States,31870,Smoot,42
2014,230,United States,1820,Balko,32
2014,230,United States,34031,Tiff City,36
2014,230,United States,25083,Oakshade,30
2014,230,United States,25332,Old River-Winfree,36
2014,230,United States,15783,Hollywood Park,38
2014,230,United States,34910,Upper Preston,40
2014,230,United States,26752,Petronila,26
2014,230,United States,29938,Sabinsville,31
2014,230,United States,31266,Shay,25
2014,230,United States,9331,Dover,16
2014,230,United States,37194,Wilkes-Barre,28
2014,230,United States,8375,Dallardsville,43
2014,230,United States,11747,Floriston,31
2014,230,United States,54,Accomac,43
2014,230,United States,16702,Isabela,42
2014,230,United States,7525,Coosa,35
2014,230,United States,20924,Marfa,36
2014,230,United States,13304,Goffstown,27
2014,230,United States,17632,Key Biscayne,35
2014,230,United States,31249,Shawboro,44
2014,230,United States,4840,Cache,33
2014,230,United States,14492,Hanaford,35
2014,230,United States,21405,McAdenville,32
2014,230,United States,9772,East Dailey,31
2014,230,United States,19839,Lompoc,47
2014,230,United States,20131,Lowellville,41
2014,230,United States,4860,Cadogan,27
2014,230,United States,2862,Bethel Acres,45
2014,230,United States,20672,Manahawkin,38
2014,230,United States,12992,Gilford,40
2014,230,United States,27648,Portales,31
2014,230,United States,5687,Cavendish,36
2014,230,United States,29165,Robertsburg,34
2014,230,United States,16430,Imlaystown,32
2014,230,United States,7914,Crary,29
2014,230,United States,34512,Trumansburg,43
2014,230,United States,37884,Wounded Knee,34
2014,230,United States,17054,Jessie,34
2014,230,United States,29371,Roe Park,36
2014,230,United States,3755,Boynton,38
2014,230,United States,7668,Corryton,23
2014,230,United States,24007,New Laguna,35
2014,230,United States,3663,Bourneville,43
2014,230,United States,6809,Clewiston,37
2014,230,United States,10055,Edgartown,26
2014,230,United States,1207,Armstrong Creek,34
2014,230,United States,22604,Molalla,41
2014,230,United States,24805,Northrop,26
2014,230,United States,3165,Blackville,36
2014,230,United States,34400,Trentwood,35
2014,230,United States,13507,Grabill,30
2014,230,United States,3059,Birds,32
2014,230,United States,20961,Marin City,31
2014,230,United States,37938,Wyndham,31
2014,230,United States,34028,Tierra Verde,40
2014,230,United States,25581,Orick,32
2014,230,United States,24164,New Zion,21
2014,230,United States,31323,Shell Knob,32
2014,230,United States,5664,Caton,24
2014,230,United States,13109,Glen Avon,29
2014,230,United States,35605,Waite Hill,28
2014,230,United States,9099,Dillon,44
2014,230,United States,21001,Marion Hill,33
2014,230,United States,4270,Brookville,40
2014,230,United States,26906,Pikeview,39
2014,230,United States,689,Amado,32
2014,230,United States,11008,Ewart,37
2014,230,United States,33799,Termo,35
2014,230,United States,22020,Mickleton,46
2014,230,United States,17151,Jones Creek,26
2014,230,United States,10367,Elk Garden,45
2014,230,United States,30387,San Jacinto,52
2014,230,United States,11131,Fairfield Glade,28
2014,230,United States,8306,Cylon,31
2014,230,United States,14380,Hambleton,20
2014,230,United States,16401,Idria,38
2014,230,United States,1121,Argusville,29
2014,230,United States,25595,Oriole Beach,27
2014,230,United States,17340,Kapa'a,37
2014,230,United States,34403,Tresckow,34
2014,230,United States,35193,Venersborg,36
2014,230,United States,25555,Orchard Mesa,43
2014,230,United States,14194,Gum Branch,29
2014,230,United States,18110,La Grange Park,23
2014,230,United States,4977,Calvert City,28
2014,230,United States,357,Alcester,30
